,bigpointvalue,tick,file_name,uct_offset,type_session,resample_tf,start_date,end_date,custom_session_start,custom_session_stop,costi,direzione,tipo_ordine,entry_rules,exit_bars,level,ADD_RULE_CONDITION,TP,SL
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(LOW(DATAFRAME),88).shift(3)<85)&(SMA(HIGH(DATAFRAME),90).shift(4)<SMA(OPEN(DATAFRAME),40).shift(3))",20,history.close,False,2281,2168
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(MedPrice(DATAFRAME),35).shift(4)<RSI(HIGH(DATAFRAME),88).shift(3))&(RSI(MedBodyPrice(DATAFRAME),137).shift(1)>RSI(HIGH(DATAFRAME),116).shift(1))",15,history.close,False,2343,1859
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(SMA(MedBodyPrice(DATAFRAME),145).shift(2)<SMA(MedPrice(DATAFRAME),135).shift(4))&(RSI(CLOSE(DATAFRAME),175).shift(4)>40)",22,history.close,False,2643,2487
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(HIGH(DATAFRAME),129).shift(4)<RSI(AvgPrice(DATAFRAME),144).shift(2))&(RSI(LOW(DATAFRAME),50).shift(3)<RSI(OPEN(DATAFRAME),58).shift(2))",20,history.close,False,2399,2387
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(MedPrice(DATAFRAME),115).shift(3)<65)&(RSI(LOW(DATAFRAME),50).shift(3)<RSI(OPEN(DATAFRAME),58).shift(2))",21,history.close,False,2465,2625
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(SMA(AvgPrice(DATAFRAME),20).shift(2)>SMA(HIGH(DATAFRAME),150).shift(2))&(SMA(HIGH(DATAFRAME),150).shift(4)<MedBodyPrice(DATAFRAME).shift(4))",20,history.close,False,2281,2273
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(OPEN(DATAFRAME),58).shift(1)>RSI(LOW(DATAFRAME),49).shift(2))&(RSI(OPEN(DATAFRAME),131).shift(3)>RSI(HIGH(DATAFRAME),135).shift(1))",21,history.close,False,2634,2332
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(SMA(AvgPrice(DATAFRAME),170).shift(3)<MedPrice(DATAFRAME).shift(3))&(RSI(MedBodyPrice(DATAFRAME),135).shift(2)>RSI(OPEN(DATAFRAME),161).shift(1))",16,history.close,False,2345,2125
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(SMA(CLOSE(DATAFRAME),145).shift(3)<SMA(HIGH(DATAFRAME),45).shift(1))&(SMA(MedBodyPrice(DATAFRAME),115).shift(2)<CLOSE(DATAFRAME).shift(4))",21,history.close,False,2465,2312
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(LOW(DATAFRAME),50).shift(3)<RSI(OPEN(DATAFRAME),58).shift(2))&(SMA(CLOSE(DATAFRAME),5).shift(1)<AvgPrice(DATAFRAME).shift(3))",20,history.close,False,2406,2446
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(HIGH(DATAFRAME),33).shift(1)<RSI(LOW(DATAFRAME),184).shift(2))&(SMA(HIGH(DATAFRAME),160).shift(4)<CLOSE(DATAFRAME).shift(4))",20,history.close,False,2490,2396
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(HIGH(DATAFRAME),33).shift(1)<RSI(LOW(DATAFRAME),184).shift(2))&(RSI(AvgPrice(DATAFRAME),127).shift(2)>50)",15,history.close,False,2468,1984
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(MedPrice(DATAFRAME),78).shift(1)<RSI(MedBodyPrice(DATAFRAME),125).shift(4))&(RSI(CLOSE(DATAFRAME),75).shift(3)<RSI(MedBodyPrice(DATAFRAME),26).shift(3))",16,history.close,False,2312,2187
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(SMA(AvgPrice(DATAFRAME),60).shift(2)>SMA(MedBodyPrice(DATAFRAME),185).shift(1))&(Dayofweek(DATAFRAME)>1)",19,history.close,False,2437,2003
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(Hour(DATAFRAME)>11)&(RSI(OPEN(DATAFRAME),58).shift(1)>RSI(LOW(DATAFRAME),49).shift(2))",21,history.close,False,2715,2373
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(OPEN(DATAFRAME),58).shift(1)>RSI(LOW(DATAFRAME),49).shift(2))&(RSI(LOW(DATAFRAME),154).shift(1)<60)",18,history.close,False,2281,2250
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(CLOSE(DATAFRAME),9).shift(1)<RSI(LOW(DATAFRAME),63).shift(3))&(SMA(AvgPrice(DATAFRAME),155).shift(1)<SMA(MedBodyPrice(DATAFRAME),130).shift(2))",15,history.close,False,2218,2032
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(SMA(CLOSE(DATAFRAME),195).shift(2)<LOW(DATAFRAME).shift(1))&(SMA(MedPrice(DATAFRAME),10).shift(3)>HIGH(DATAFRAME).shift(3))",11,history.close,False,2040,1696
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(SMA(LOW(DATAFRAME),150).shift(4)<MedBodyPrice(DATAFRAME).shift(4))&(RSI(MedBodyPrice(DATAFRAME),191).shift(4)<RSI(LOW(DATAFRAME),142).shift(3))",15,history.close,False,2068,2125
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(OPEN(DATAFRAME),104).shift(1)<RSI(MedBodyPrice(DATAFRAME),132).shift(1))&(SMA(CLOSE(DATAFRAME),20).shift(2)>SMA(LOW(DATAFRAME),130).shift(3))",13,history.close,False,2192,1692
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(MedBodyPrice(DATAFRAME),138).shift(3)>RSI(AvgPrice(DATAFRAME),95).shift(2))&(SMA(AvgPrice(DATAFRAME),15).shift(2)>MedBodyPrice(DATAFRAME).shift(4))",13,history.close,False,2356,1974
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(AvgPrice(DATAFRAME),127).shift(2)>50)&(RSI(LOW(DATAFRAME),177).shift(2)>RSI(CLOSE(DATAFRAME),87).shift(4))",15,history.close,False,2503,1937
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(MedBodyPrice(DATAFRAME),127).shift(1)<RSI(LOW(DATAFRAME),136).shift(4))&(SMA(CLOSE(DATAFRAME),80).shift(1)>SMA(LOW(DATAFRAME),120).shift(4))",16,history.close,False,2290,1759
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(SMA(CLOSE(DATAFRAME),20).shift(1)>SMA(OPEN(DATAFRAME),125).shift(4))&(RSI(AvgPrice(DATAFRAME),124).shift(4)>RSI(CLOSE(DATAFRAME),80).shift(1))",16,history.close,False,2406,2187
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(SMA(LOW(DATAFRAME),185).shift(1)<SMA(MedBodyPrice(DATAFRAME),165).shift(3))&(SMA(HIGH(DATAFRAME),90).shift(4)<SMA(OPEN(DATAFRAME),40).shift(3))",13,history.close,False,1993,1793
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(LOW(DATAFRAME),165).shift(3)>RSI(HIGH(DATAFRAME),15).shift(1))&(SMA(OPEN(DATAFRAME),35).shift(1)>SMA(CLOSE(DATAFRAME),185).shift(3))",18,history.close,False,2218,1890
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(CLOSE(DATAFRAME),68).shift(3)<RSI(MedBodyPrice(DATAFRAME),128).shift(2))&(SMA(LOW(DATAFRAME),150).shift(4)<MedBodyPrice(DATAFRAME).shift(4))",15,history.close,False,2262,2218
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(SMA(AvgPrice(DATAFRAME),5).shift(4)>AvgPrice(DATAFRAME).shift(3))&(SMA(LOW(DATAFRAME),75).shift(1)>SMA(HIGH(DATAFRAME),150).shift(1))",14,history.close,False,2343,1831
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(CLOSE(DATAFRAME),23).shift(1)<RSI(OPEN(DATAFRAME),129).shift(4))&(SMA(CLOSE(DATAFRAME),110).shift(3)<MedBodyPrice(DATAFRAME).shift(4))",14,history.close,False,1968,2062
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(CLOSE(DATAFRAME),192).shift(3)<RSI(MedBodyPrice(DATAFRAME),139).shift(1))&(SMA(MedPrice(DATAFRAME),180).shift(2)<SMA(OPEN(DATAFRAME),110).shift(1))",16,history.close,False,2065,1906
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(AvgPrice(DATAFRAME),124).shift(4)>RSI(CLOSE(DATAFRAME),80).shift(1))&(RSI(LOW(DATAFRAME),50).shift(3)<RSI(OPEN(DATAFRAME),58).shift(2))",14,history.close,False,2093,2093
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(CLOSE(DATAFRAME),45).shift(1)<RSI(MedPrice(DATAFRAME),93).shift(1))&(SMA(HIGH(DATAFRAME),90).shift(1)<SMA(OPEN(DATAFRAME),40).shift(1))",15,history.close,False,2137,2343
0,1000,0.015625,US,CST6CDT,1,60min,2010-01-01,2023-05-01,0720,1400,60,long,market,"(RSI(CLOSE(DATAFRAME),9).shift(1)<RSI(LOW(DATAFRAME),63).shift(3))&(SMA(AvgPrice(DATAFRAME),155).shift(4)<SMA(OPEN(DATAFRAME),120).shift(2))",14,history.close,False,2104,1917
